type,Word Count,Polarity,TTR,Subjectivity,Verb Ratio,Adjective Ratio,Personal Pronoun Ratio,Third-Person Pronoun Ratio
INTP,2.0,1.0,1.0,3.0,2.0,1.0,4.0,0.0
INTP,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0
INTP,2.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0
INFJ,4.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0
INTP,3.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0
INFJ,3.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0
ENFJ,2.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0
INFP,3.0,1.0,1.0,3.0,4.0,0.0,3.0,2.0
INFP,4.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0
ENFP,3.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0
INFJ,2.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0
ENFP,4.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0
INFP,4.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0
INTP,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0
INFP,3.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0
INTP,0.0,4.0,1.0,4.0,3.0,0.0,1.0,0.0
ISFP,4.0,1.0,0.0,4.0,3.0,0.0,4.0,1.0
INFP,0.0,0.0,3.0,0.0,4.0,0.0,3.0,1.0
ISFP,3.0,1.0,1.0,3.0,4.0,1.0,4.0,0.0
ISTJ,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0
INFJ,4.0,0.0,0.0,3.0,3.0,1.0,4.0,1.0
ISTP,4.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0
INFP,3.0,2.0,1.0,3.0,4.0,0.0,3.0,0.0
INFJ,3.0,2.0,0.0,3.0,4.0,1.0,4.0,1.0
INFJ,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0
INTJ,3.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0
INFJ,2.0,1.0,1.0,3.0,4.0,0.0,4.0,3.0
INTP,3.0,2.0,1.0,4.0,3.0,0.0,3.0,1.0
INFP,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0
INFP,4.0,2.0,1.0,3.0,3.0,0.0,4.0,0.0
INFP,4.0,3.0,0.0,4.0,1.0,0.0,3.0,4.0
INFP,2.0,2.0,1.0,4.0,3.0,1.0,0.0,2.0
INFJ,4.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0
ISFP,3.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
INFP,4.0,1.0,0.0,3.0,4.0,0.0,4.0,2.0
INFP,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0
INFP,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0
INTP,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0
INFP,4.0,3.0,0.0,4.0,4.0,0.0,4.0,3.0
INTP,2.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0
INTP,3.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0
INTJ,3.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0
ENFP,3.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0
ISFJ,1.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0
INFP,4.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0
ISFP,2.0,3.0,2.0,3.0,3.0,0.0,0.0,3.0
INTJ,1.0,3.0,1.0,3.0,2.0,0.0,3.0,0.0
INTJ,4.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0
ENFP,4.0,2.0,0.0,3.0,3.0,0.0,2.0,2.0
ENTP,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0
INFP,2.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0
ENTJ,3.0,1.0,2.0,2.0,4.0,0.0,2.0,3.0
INFP,4.0,3.0,0.0,3.0,3.0,0.0,3.0,2.0
INFJ,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0
ENTP,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0
INTP,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0
ENFP,2.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0
INFJ,3.0,2.0,1.0,2.0,4.0,0.0,2.0,3.0
INTJ,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0
INTP,3.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0
INFP,3.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0
ISFP,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0
INFP,2.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0
INTJ,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0
ESFP,4.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0
INTP,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0
INTJ,3.0,1.0,0.0,4.0,3.0,1.0,3.0,2.0
INFP,4.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0
ISFP,4.0,3.0,0.0,4.0,4.0,0.0,4.0,1.0
ISTP,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0
ENTP,3.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0
INTP,3.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0
ISTJ,0.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0
ENTP,0.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0
ENTP,4.0,2.0,1.0,4.0,3.0,0.0,2.0,3.0
INFP,4.0,2.0,0.0,3.0,4.0,0.0,3.0,4.0
INFJ,3.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0
ISTJ,3.0,1.0,0.0,3.0,4.0,0.0,3.0,2.0
INTP,4.0,2.0,1.0,4.0,3.0,0.0,4.0,2.0
ISFP,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
ENFJ,3.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0
ENFP,2.0,3.0,2.0,4.0,2.0,0.0,2.0,1.0
INFP,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0
INFJ,3.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0
INFJ,4.0,1.0,0.0,3.0,2.0,0.0,3.0,2.0
INFJ,1.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0
INTP,3.0,2.0,0.0,3.0,4.0,0.0,3.0,0.0
INTJ,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0
INFP,4.0,2.0,0.0,4.0,3.0,0.0,2.0,2.0
ENTP,3.0,3.0,0.0,4.0,2.0,1.0,1.0,2.0
ENFP,4.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0
INFJ,4.0,1.0,0.0,3.0,4.0,0.0,3.0,2.0
ENTP,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0
INFP,1.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0
INTP,4.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0
INFJ,4.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0
INTJ,2.0,2.0,2.0,4.0,3.0,0.0,4.0,0.0
ENTJ,1.0,1.0,3.0,1.0,3.0,0.0,1.0,2.0
INTP,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0
ENTP,4.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0
ISTP,2.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0
INFP,3.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0
ISTJ,4.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0
INFP,3.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0
ISTP,4.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0
INFP,2.0,4.0,1.0,3.0,2.0,0.0,1.0,2.0
INTJ,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0
INFJ,4.0,2.0,1.0,4.0,3.0,0.0,2.0,2.0
ENTJ,3.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0
ENTJ,2.0,2.0,1.0,4.0,4.0,0.0,4.0,1.0
INFP,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0
INTP,1.0,0.0,2.0,2.0,3.0,0.0,4.0,0.0
ISTJ,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
ISTJ,2.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0
INFP,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0
INFJ,4.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0
INTJ,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0
INTP,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0
ENFP,4.0,2.0,0.0,4.0,3.0,0.0,3.0,3.0
INFJ,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0
INTP,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0
INTJ,4.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0
ISFP,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0
INFJ,3.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0
ENFP,3.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0
INTP,3.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0
INFJ,3.0,1.0,1.0,3.0,3.0,0.0,4.0,1.0
INFP,3.0,2.0,1.0,4.0,3.0,0.0,3.0,1.0
ENTP,1.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0
ENTP,4.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0
INFP,4.0,1.0,1.0,4.0,3.0,0.0,4.0,1.0
INTP,1.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0
INFP,4.0,2.0,0.0,3.0,3.0,0.0,4.0,1.0
INTP,3.0,1.0,0.0,3.0,4.0,1.0,4.0,2.0
INTP,3.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0
INFP,4.0,3.0,1.0,4.0,2.0,0.0,4.0,1.0
INTP,4.0,2.0,1.0,4.0,3.0,0.0,3.0,2.0
INFP,3.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0
ENTJ,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0
INFJ,3.0,3.0,0.0,4.0,4.0,0.0,3.0,2.0
INFJ,3.0,3.0,0.0,4.0,2.0,1.0,3.0,1.0
INFP,3.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0
INFJ,4.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0
INFP,3.0,2.0,0.0,3.0,3.0,0.0,2.0,2.0
ENTP,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0
INFP,2.0,1.0,2.0,2.0,3.0,0.0,3.0,3.0
ISFJ,4.0,3.0,0.0,4.0,4.0,1.0,4.0,2.0
ENTJ,3.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0
INFJ,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0
ISFP,3.0,2.0,0.0,3.0,3.0,1.0,4.0,2.0
INFJ,4.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0
ENFP,1.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0
ISTP,4.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0
INFP,4.0,2.0,0.0,4.0,1.0,0.0,1.0,4.0
INFJ,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0
ENTP,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0
INTP,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0
ISTJ,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0
INFP,3.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0
ENTP,3.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
INFJ,4.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0
INFP,3.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0
INFP,3.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0
INTP,1.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0
INFJ,4.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0
ENTP,4.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0
INFJ,3.0,0.0,2.0,4.0,4.0,1.0,3.0,2.0
ISFP,3.0,3.0,1.0,3.0,4.0,0.0,4.0,1.0
INFP,2.0,2.0,1.0,4.0,4.0,0.0,3.0,1.0
INFP,3.0,1.0,0.0,3.0,3.0,0.0,4.0,1.0
INFP,4.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0
ISFP,2.0,2.0,1.0,2.0,3.0,0.0,3.0,4.0
INTJ,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0
INTP,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0
ENFP,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
ENFP,1.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0
INTJ,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0
INTJ,3.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0
INFJ,2.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0
INTJ,2.0,1.0,1.0,2.0,3.0,0.0,0.0,4.0
INTP,3.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0
ISFP,0.0,0.0,4.0,0.0,2.0,1.0,2.0,2.0
ISFP,4.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0
ESTJ,2.0,3.0,0.0,4.0,2.0,1.0,0.0,3.0
ISFJ,2.0,3.0,1.0,4.0,3.0,0.0,4.0,1.0
INTP,4.0,1.0,1.0,3.0,2.0,0.0,4.0,1.0
INFJ,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
ENFP,3.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0
ENFJ,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0
INTJ,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0
INTP,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0
INTJ,4.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0
INTJ,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0
INTP,0.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0
ISTP,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0
INFJ,4.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0
ISTP,4.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0
ISTP,1.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0
INFJ,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0
INTJ,4.0,1.0,0.0,3.0,4.0,0.0,4.0,1.0
ENTJ,4.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0
INFJ,4.0,2.0,1.0,4.0,3.0,0.0,1.0,3.0
ENFP,4.0,2.0,0.0,3.0,3.0,0.0,3.0,1.0
ENTP,3.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0
ENTP,4.0,2.0,2.0,3.0,3.0,0.0,0.0,3.0
ESFP,0.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0
ENTP,3.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0
INTP,4.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0
INTJ,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0
INTP,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0
ENFP,4.0,2.0,0.0,3.0,4.0,0.0,3.0,1.0
INFJ,4.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0
INTP,4.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0
ISTP,4.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0
INTJ,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0
ENFP,2.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0
ENTJ,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0
INFJ,4.0,2.0,0.0,3.0,2.0,0.0,3.0,1.0
ISFP,3.0,2.0,1.0,4.0,3.0,0.0,3.0,1.0
INFJ,4.0,2.0,2.0,3.0,4.0,1.0,3.0,0.0
INTP,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0
INTP,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0
ENTP,2.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0
ENTP,1.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0
INTP,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
INFJ,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0
INFJ,2.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0
ENFJ,2.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0
ENFP,4.0,3.0,0.0,4.0,3.0,0.0,4.0,1.0
INTJ,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0
INTP,4.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0
ISTJ,4.0,2.0,0.0,3.0,4.0,0.0,4.0,0.0
INTP,3.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0
INFP,1.0,3.0,2.0,4.0,1.0,0.0,2.0,1.0
INTP,3.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0
INFP,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0
INFP,2.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0
INFJ,3.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0
INTJ,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0
ISFJ,3.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0
INTJ,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
ENTP,2.0,2.0,0.0,2.0,4.0,1.0,1.0,2.0
INTP,2.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0
INFJ,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
INFJ,4.0,1.0,0.0,4.0,3.0,1.0,3.0,1.0
INTP,4.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0
ISFP,2.0,1.0,2.0,4.0,1.0,0.0,4.0,2.0
INTJ,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0
ENFJ,4.0,0.0,0.0,4.0,4.0,0.0,3.0,3.0
INFJ,0.0,1.0,2.0,1.0,3.0,0.0,2.0,4.0
INFJ,4.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0
INFP,2.0,2.0,1.0,3.0,4.0,0.0,4.0,3.0
INFJ,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0
INFP,3.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0
ENFP,3.0,2.0,0.0,3.0,3.0,0.0,2.0,3.0
INFP,3.0,1.0,1.0,4.0,1.0,0.0,3.0,1.0
INTJ,3.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0
ESTP,1.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0
ISTP,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0
ESTP,2.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0
INFP,3.0,1.0,0.0,3.0,4.0,0.0,4.0,2.0
ENTP,4.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0
INFP,4.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0
INFJ,4.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0
INTJ,3.0,0.0,1.0,2.0,3.0,0.0,4.0,3.0
ENFP,3.0,2.0,1.0,2.0,4.0,0.0,2.0,4.0
INFJ,4.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0
INFJ,3.0,2.0,0.0,4.0,3.0,0.0,4.0,1.0
ENFP,4.0,3.0,0.0,4.0,3.0,0.0,2.0,2.0
INFP,2.0,2.0,1.0,2.0,4.0,0.0,2.0,3.0
INFP,1.0,0.0,2.0,1.0,3.0,0.0,3.0,3.0
ENFP,1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0
ESTJ,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0
INFJ,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0
ISTJ,3.0,1.0,1.0,3.0,4.0,0.0,4.0,1.0
INTP,3.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0
ISFP,4.0,3.0,0.0,4.0,3.0,0.0,4.0,2.0
ENFP,3.0,3.0,1.0,4.0,1.0,0.0,3.0,0.0
INFP,3.0,3.0,0.0,2.0,3.0,0.0,4.0,2.0
INTJ,2.0,0.0,0.0,2.0,4.0,0.0,4.0,3.0
INFJ,3.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0
INFJ,2.0,2.0,1.0,1.0,2.0,0.0,4.0,1.0
INFP,4.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0
INTJ,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
INFJ,3.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0
ENTP,4.0,1.0,1.0,3.0,4.0,0.0,2.0,1.0
INTP,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0
INFJ,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0
ISFP,2.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0
ISFJ,1.0,4.0,0.0,4.0,3.0,1.0,1.0,1.0
INTJ,0.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0
INTJ,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0
INTP,4.0,1.0,0.0,3.0,4.0,0.0,3.0,2.0
INTJ,3.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0
ENTP,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0
ENTJ,3.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0
ISTP,3.0,3.0,1.0,3.0,2.0,1.0,3.0,0.0
ESTP,2.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0
INFJ,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0
ENTJ,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0
INFJ,4.0,3.0,0.0,3.0,4.0,0.0,4.0,2.0
INTP,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
INTJ,1.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0
ISFJ,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
ENTP,2.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0
INFP,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0
INFP,4.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0
ENFP,3.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0
INTP,4.0,2.0,0.0,3.0,2.0,0.0,4.0,1.0
ENFP,4.0,1.0,0.0,4.0,2.0,0.0,3.0,2.0
INTJ,4.0,2.0,0.0,4.0,3.0,0.0,3.0,2.0
INFP,4.0,3.0,0.0,4.0,3.0,0.0,4.0,2.0
INFP,0.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0
INFJ,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0
ESTP,3.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0
INFP,3.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0
INTJ,1.0,1.0,2.0,2.0,3.0,0.0,1.0,3.0
INFJ,4.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0
INTP,2.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0
INTP,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0
ENFJ,3.0,2.0,0.0,2.0,4.0,0.0,3.0,3.0
ISFJ,3.0,3.0,1.0,3.0,2.0,0.0,3.0,0.0
ISTP,4.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0
INFJ,2.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0
ISFP,4.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0
INTJ,3.0,2.0,1.0,3.0,4.0,0.0,2.0,1.0
ENFP,0.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0
ISTJ,3.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0
ENTP,4.0,3.0,0.0,4.0,3.0,0.0,1.0,2.0
INTP,2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0
ESFJ,4.0,1.0,0.0,4.0,4.0,0.0,3.0,2.0
INTP,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0
ENTJ,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0
ISFP,4.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0
INFJ,2.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0
ENFJ,4.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0
ENFP,3.0,2.0,0.0,3.0,3.0,1.0,1.0,3.0
INTP,4.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0
ISTJ,3.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0
ISFJ,4.0,2.0,0.0,3.0,3.0,0.0,4.0,0.0
INFP,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0
INFP,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0
INFJ,4.0,2.0,0.0,4.0,2.0,1.0,2.0,2.0
INTP,4.0,3.0,0.0,3.0,4.0,0.0,4.0,3.0
INFJ,1.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0
INFJ,4.0,2.0,1.0,3.0,4.0,0.0,3.0,2.0
INFJ,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0
ENFP,2.0,1.0,2.0,3.0,4.0,0.0,2.0,0.0
INFJ,4.0,2.0,0.0,4.0,2.0,1.0,3.0,2.0
ESFP,4.0,0.0,0.0,4.0,4.0,0.0,4.0,1.0
INTP,4.0,1.0,1.0,4.0,3.0,0.0,4.0,1.0
INTP,3.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0
INFJ,3.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0
INFJ,4.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0
INTP,4.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0
INTJ,4.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0
INFJ,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0
ENFP,3.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0
ENFP,2.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0
INFP,4.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0
ISFJ,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0
INFJ,1.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0
ENTJ,4.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0
INFP,4.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0
INTP,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0
INTP,3.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0
ISFP,3.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0
ISTP,0.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0
INFP,3.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0
INTP,4.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0
ENTP,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0
ISFJ,4.0,1.0,0.0,3.0,3.0,0.0,3.0,2.0
INTP,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0
INFP,4.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0
ENFJ,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0
INTP,4.0,1.0,0.0,4.0,3.0,0.0,4.0,2.0
ENTP,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
INFP,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
